PlotID	Latitude	Longitude	Ownership	Altitude	Slope	Exposition	Rocks.and.boulder.cover	Bedrock.type	Calcareous.bedrock	Sand	Silt	Clay	Soil.drainage	Soil.depth	Soil.type	Stand.origin	Current.management	Forest.structure	Age.distribution	Age.canopy.trees	RestrictedSpeciesRichness	SpeciesRichness_Focals	ShannonIndex_Focals	TrueShannonIndex_Focals	SimpsonsIndex_Focals	TrueSimpsonsIndex_Focals	PielousIndex_Focals	SpeciesRichness_All	ShannonIndex_All	TrueShannonIndex_All	SimpsonsIndex_All	TrueSimpsonsIndex_All	PielousIndex_All	SpeciesRichness_NonFocals	evergreen	coniferous	Country	Composition	Annual.Mean.T	Annual.Precip	timber_quality	productivity	biomass	regeneration_juveniles	regeneration_seedlings	wood_decomposition	litter_decomposition_all	microbial_biomass	pHFF	pH0.10cm	total_soil_C	total_soil_N	X13CD	X13CW	WUE_average	lack_insect_impact_plot	lack_browsing	no_pathogen_damage	root_biomass	bird_richness	bird_diversity	bat_richness	bat_diversity	earthworm_richness	earthworm_biomass	understorey_subplot_richness	understorey_subplot_diversity	understorey_plot_richness	understorey_plot_diversity	threshold_1	threshold_2	threshold_3	threshold_4	threshold_5	threshold_6	threshold_7	threshold_8	threshold_9	threshold_10	threshold_11	threshold_12	threshold_13	threshold_14	threshold_15	threshold_16	threshold_17	threshold_18	threshold_19	threshold_20	threshold_21	threshold_22	threshold_23	threshold_24	threshold_25	threshold_26	threshold_27	threshold_28	threshold_29	threshold_30	threshold_31	threshold_32	threshold_33	threshold_34	threshold_35	threshold_36	threshold_37	threshold_38	threshold_39	threshold_40	threshold_41	threshold_42	threshold_43	threshold_44	threshold_45	threshold_46	threshold_47	threshold_48	threshold_49	threshold_50	threshold_51	threshold_52	threshold_53	threshold_54	threshold_55	threshold_56	threshold_57	threshold_58	threshold_59	threshold_60	threshold_61	threshold_62	threshold_63	threshold_64	threshold_65	threshold_66	threshold_67	threshold_68	threshold_69	threshold_70	threshold_71	threshold_72	threshold_73	threshold_74	threshold_75	threshold_76	threshold_77	threshold_78	threshold_79	threshold_80	threshold_81	threshold_82	threshold_83	threshold_84	threshold_85	threshold_86	threshold_87	threshold_88	threshold_89	threshold_90	threshold_91	threshold_92	threshold_93	threshold_94	threshold_95	threshold_96	threshold_97	threshold_98	threshold_99
POL11	52.8930833	23.6270278	state	185	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Luvisols	clear_cutting	low	double	uneven	73	2	2	0.686961577	1.987666975	0.50617284	1.975609756	0.99107606	3	0.686961577	1.987666975	0.488264463	2.048070413	0.99107606	1	0	0	Poland	Bepe.Cabe	6.8	581	0.648148148	1.130567075	108.6564975	0	2	8.297889054	29.00758051	52.4235876	5.48	4.14	49.32819475	3.539851684	-26.52163251	-27.33787162	-26.52163251	-1.011591202	88.0952381	0.361111111	30.20233353	12	2.394700406	3	8.46E-20	7	25.953	19.66666667	1.839976484	29	2.068563321	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	12	12	11	9	8	8	7	7	7	7	7	7	7	7	7	7	6	6	6	6	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1
POL12	52.8733611	23.6075556	state	160	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	2	2	2	80	Luvisols	clear_cutting	low	multiple	uneven	83	1	2	0	1	0.862825789	1.158982512	NA	2	0	1	0.862825789	1.158982512	NA	0	0	0	Poland	Cabe	6.8	583	0.518518519	1.130598053	87.20765	0	14	15.65674746	52.95374556	220.3197227	5.3	4.08	55.18295633	3.942653556	-26.12415009	-26.84452566	-26.12415009	-2.553088256	93.59331476	0.966666667	26.16591095	13	2.245349003	9	0	9	56.206	15.33333333	1.757254344	21	1.964169255	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	13	11	11	11	11	11	11	10	10	10	10	10	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	5	5	5	5	5	4	4	4	3	3	3
POL13	52.8960278	23.6460556	state	160	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Luvisols	group_cutting	low	multiple	uneven	78	3	3	0.919957787	2.509184467	0.458477509	2.181132075	0.837381664	4	0.919957787	2.509184467	0.433469388	2.306967985	0.837381664	1	0	0	Poland	Bepe.Cabe.Quro	6.9	578	1	1.789191889	83.65449877	42	0	17.14555329	29.33020296	2347.775082	5.33	4.23	56.7908055	3.921602272	-26.79693428	-28.58288769	-26.79693428	-2.619467457	92.64214047	0.47037037	39.90009356	9	2.068513497	6	0	4	9.958	28	2.088545312	42	2.363082691	16	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	15	14	14	14	14	14	14	14	14	13	13	13	13	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	10	10	10	8	8	8	8	8	7	7	7	7	7	7	6	6	6	5	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
POL14	52.9081111	23.6364167	state	150	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Cambisols	group_cutting	low	multiple	uneven	108	4	4	1.280508494	3.598469059	0.30122449	3.319783198	0.923691627	4	1.280508494	3.598469059	0.30122449	3.319783198	0.923691627	0	0.571428571	0.571428571	Poland	Cabe.Piab.Pisy.Quro	6.9	578	0.828571429	1.816973696	120.5331519	50	5	6.525513851	21.9637902	1783.11328	4.24	3.44	100.0780832	4.535497362	-25.92261605	-27.51850362	-25.92261605	-1.41612201	88.66995074	0.719444444	38.00275259	10	2.242973226	2	1	4	1.18	16	1.544552442	25	2.041030804	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	13	12	12	12	12	12	12	12	12	12	12	12	12	12	11	11	11	11	11	11	10	10	10	10	9	9	9	9	9	8	8	8	8	8	8	7	7	7	7	7	7	6	6	6	6	6	5	5	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0
POL15	52.8466944	23.6207222	state	184	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	2	1	3	2	80	Luvisols	group_cutting	low	multiple	uneven	NA	3	3	0.947701414	2.57977301	0.43604997	2.293315143	0.862635003	3	0.947701414	2.57977301	0.43604997	2.293315143	0.862635003	0	0.146341463	0.146341463	Poland	Cabe.Piab.Quro	6.8	583	0.714285714	2.640863886	127.4520408	1	52	8.112396361	29.60089958	231.0035529	4.99	4.35	90.43144895	5.989186164	-27.77322276	-27.45688218	-27.77322276	-2.398405801	91.01123596	0.622222222	37.37074827	11	2.306668725	1	1	8	9.738	21	1.728642139	32	1.999167762	16	16	14	14	14	14	14	14	14	14	14	13	13	13	13	12	12	11	11	11	10	10	10	10	10	10	10	10	10	10	9	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	2	2	1	1	0	0	0	0	0	0
POL16	52.8443611	23.6333889	state	186	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	1	2	80	Cambisols	group_cutting	low	multiple	uneven	103	2	3	0.602440264	1.82657068	0.413543721	2.418124006	0.869137581	4	0.602440264	1.82657068	0.39375	2.53968254	0.869137581	1	0.709677419	0.709677419	Poland	Piab.Quro	6.8	583	0.641025641	2.692223739	130.3794364	7	2	4.650886381	23.0423383	1451.695408	4.52	3.57	114.7008568	6.523836643	-25.88840701	-27.43596904	-25.88840701	-1.702402528	84.72222222	0.688888889	38.30924091	12	2.339371734	2	0.25	3	2.436	20.33333333	2.008706556	33	2.344960127	16	16	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	14	13	13	13	13	12	12	12	12	12	12	12	12	12	12	12	11	11	11	11	11	11	10	10	10	10	9	9	9	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	3	2	1	1	1	1
POL17	52.8730278	23.8983611	state	155	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Luvisols	clear_cutting	low	multiple	uneven	88	4	4	1.258656633	3.520688733	0.3128	3.196930946	0.907928842	5	1.258656633	3.520688733	0.301038062	3.32183908	0.907928842	1	0.46	0.46	Poland	Bepe.Cabe.Piab.Pisy	6.9	586	0.6	2.249127462	110.9961769	10	3	9.673788305	26.85856123	3775.931865	4.8	3.64	92.11242415	5.657940613	-27.13979289	-27.81261097	-27.13979289	-0.906130847	94.92753623	0.8	34.79279896	11	2.282374376	3	4.02E-164	6	4.242	17.33333333	1.027234066	26	1.253201953	16	16	16	16	16	16	16	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	12	12	11	11	11	11	11	11	10	10	10	10	10	10	9	9	9	8	8	8	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	5	5	5	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	0	0	0	0	0
POL18	52.7673611	23.7519722	state	160	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	1	2	80	Cambisols	group_cutting	low	multiple	uneven	193	3	4	0.665143104	1.944768805	0.554178145	1.804473902	0.605439344	4	0.665143104	1.944768805	0.554178145	1.804473902	0.605439344	0	0.098360656	0.098360656	Poland	Cabe.Pisy.Quro	6.9	581	0.875	1.704002159	178.5303858	0	0	5.096664025	23.8843862	2475.378939	4.64	3.92	57.11598039	3.297944783	-26.79231642	-27.45628092	-26.79231642	-1.365128562	96.1038961	0.638888889	37.00805039	10	1.979596215	2	0.037037037	6	23.756	11	1.642693498	15	1.436770613	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	13	13	13	13	12	12	12	11	11	11	10	10	10	10	10	10	10	10	10	9	8	8	8	8	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	4	3	3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
POL19	52.8001111	23.7635833	state	175	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	2	2	2	80	Cambisols	clear_cutting	low	multiple	uneven	83	2	3	0.642001384	1.900280266	0.435038479	2.298647242	0.926212213	4	0.642001384	1.900280266	0.417534722	2.395010395	0.926212213	1	1	1	Poland	Piab.Pisy	6.9	582	1.152173913	2.488191992	134.2723849	14	6	5.013890043	23.44124717	2268.392974	4.36	3.5	71.89079944	3.639071213	-26.3584521	-27.16299125	-26.3584521	-0.07743963	62.71186441	1	28.20099154	9	2.083766037	3	0.25	4	5.395	24.66666667	1.800959831	35	2.09949684	16	16	16	16	16	16	16	16	16	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	12	12	12	11	11	11	11	10	10	10	10	10	10	9	8	8	8	8	8	8	8	8	8	8	8	8	8	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
POL20	52.7104444	23.61725	state	173	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	2	1	2	80	Luvisols	group_cutting	low	multiple	uneven	83	2	3	0.658109988	1.931139006	0.500143637	1.999425617	0.949452015	4	0.658109988	1.931139006	0.483888889	2.066590126	0.949452015	1	0	0	Poland	Cabe.Quro	7	576	0.842105263	2.572423513	141.8895514	4	0	12.55922855	27.88781036	470.3712124	4.99	3.97	62.82135616	3.699128852	-26.90213814	-27.02280669	-26.90213814	-2.69627721	89.28571429	0.390740741	50.28749365	9	2.145841753	1	0.00032	7	15.454	15.66666667	1.481810911	24	1.680514769	16	16	16	16	16	15	15	15	15	15	14	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	12	11	11	11	11	11	11	11	11	11	9	9	9	8	8	8	8	8	7	7	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0
POL21	52.7164722	23.5751389	state	170	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	2	1	2	80	Cambisols	clear_cutting	low	double	uneven	92	1	3	0	1	0.410225922	2.437681159	NA	6	0	1	0.266575217	3.751286449	NA	3	1	1	Poland	Pisy	6.9	577	0.746268657	1.460556484	142.1201013	2	7	4.175318091	27.61869025	2685.073067	4.45	3.46	91.83905664	4.506731453	-23.95541649	-26.94891777	-23.95541649	0	94.87179487	1	20.46121598	6	1.64341772	1	1	3	0.712	13.66666667	1.225850777	24	1.50832579	16	15	15	15	15	15	15	15	15	15	15	14	14	14	14	13	13	13	13	13	13	13	13	13	12	12	12	12	12	12	12	12	11	11	11	10	10	10	10	9	9	9	9	9	8	7	7	7	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	2	2	2
POL22	52.7443611	23.7839167	state	160	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Luvisols	group_cutting	low	multiple	uneven	NA	3	4	0.967077978	2.630247579	0.313580247	3.188976378	0.880272311	4	0.967077978	2.630247579	0.313580247	3.188976378	0.880272311	0	0.777777778	0.777777778	Poland	Piab.Pisy.Quro	6.9	581	0.734693878	2.461061164	198.2123177	1	11	8.656600049	25.73843323	1712.299725	4.34	3.47	66.2130852	3.704934563	-26.42238679	-27.91115833	-26.42238679	-0.755528116	100	0.733333333	22.04517955	11	2.180839527	1	2.14E-05	4	2.064	9.666666667	1.128171698	18	1.274297964	16	16	16	15	15	15	15	15	15	15	15	14	14	14	14	13	13	13	13	13	13	13	12	12	12	12	12	12	12	12	12	12	11	11	11	9	9	9	8	8	7	7	7	7	7	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	3	3	3	3	3	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
POL23	52.6945278	23.674	state	170	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Cambisols	clear_cutting	low	multiple	uneven	93	3	3	1.079092073	2.942007212	0.34607438	2.889552239	0.982231934	4	1.079092073	2.942007212	0.331358025	3.017883756	0.982231934	1	0.659090909	0.659090909	Poland	Cabe.Piab.Pisy	6.9	582	0.935483871	2.122193887	122.4771503	1	2	11.34988645	33.09456136	4004.348615	4.7	3.76	63.95797647	3.314458697	-26.3989248	-28.26601578	-26.3989248	-0.734190701	91.66666667	0.864814815	32.23430539	12	2.289272964	1	0.037037037	4	3.554	16.66666667	1.456391387	27	1.697403156	16	16	16	16	16	16	15	15	15	15	15	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	11	11	11	11	11	10	10	10	10	10	10	10	9	9	9	9	7	7	7	7	7	7	6	6	6	6	6	5	5	5	5	5	5	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	0	0	0	0	0	0	0	0
POL24	52.77125	23.7460278	state	170	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Cambisols	group_cutting	low	multiple	uneven	NA	3	5	0.603797414	1.829051294	0.557777778	1.792828685	0.549600091	6	0.603797414	1.829051294	0.539908627	1.852165256	0.549600091	1	0.111111111	0.111111111	Poland	Cabe.Pisy.Quro	6.9	581	0.721311475	1.170805506	130.1793642	3	5	3.964178533	23.52001669	2468.940082	4.83	4.06	60.70711443	3.496276387	-26.31139509	-27.57389382	-26.31139509	-1.464297529	89.36170213	0.67962963	18.78836064	11	2.311423445	2	0.25	7	10.812	20.66666667	1.858044594	32	2.158415376	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	15	14	14	14	13	13	13	13	13	13	13	12	12	11	10	9	9	8	8	7	6	6	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	1	1	1	1	0	0	0	0	0	0
POL25	52.8358333	23.8747222	state	171	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	1	2	80	Cambisols	clear_cutting	low	double	uneven	74	2	4	0.626869458	1.871741831	0.504449982	1.982357092	0.904381458	5	0.626869458	1.871741831	0.454719388	2.199158485	0.904381458	1	0.32	0.32	Poland	Cabe.Pisy	6.9	585	0.910714286	1.604967995	107.8399768	1	3	3.3583054	35.50198409	3014.13079	4.93	4.26	79.04509395	4.075166797	-27.18848755	-27.78885575	-27.18848755	-0.994056302	92.95774648	0.947222222	38.82149804	11	2.341994252	1	0.25	6	7.276	20	1.599739947	33	1.793418541	16	16	16	16	16	16	16	16	16	16	16	15	13	13	13	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	10	10	10	10	10	10	9	9	9	9	8	8	8	8	8	7	7	7	7	7	7	7	7	6	5	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	1	0	0	0	0
POL26	52.6834444	23.7098333	state	165	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Luvisols	clear_cutting	low	multiple	uneven	78	2	3	0.645530997	1.906999372	0.458847737	2.179372197	0.931304369	5	0.645530997	1.906999372	0.356399584	2.805839416	0.931304369	2	0	0	Poland	Bepe.Cabe	6.9	582	1.014084507	0.933623225	94.37963689	8	47	12.51999687	31.328576	246.9038043	5.12	4.48	70.63021619	4.113483343	-26.03337517	-27.10477715	-26.03337517	-1.476064086	15	0.524074074	49.86583692	9	2.031759219	2	0.037037037	7	21.09	22.66666667	1.926774991	31	2.146489212	16	16	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	13	13	13	13	12	12	12	12	12	12	12	12	12	12	12	11	11	11	11	11	11	11	10	10	8	8	8	7	6	6	5	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0
POL27	52.7766667	23.6181111	state	175	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	2	1	2	80	Luvisols	group_cutting	low	multiple	uneven	NA	4	4	0.977925227	2.65893383	0.456790123	2.189189189	0.705423937	4	0.977925227	2.65893383	0.456790123	2.189189189	0.705423937	0	0.333333333	0.333333333	Poland	Cabe.Piab.Pisy.Quro	6.8	581	0.527777778	2.171354985	141.4498677	0	6	6.80966167	31.77628049	2432.198141	4.76	3.75	58.23728607	3.439120021	-26.45328572	-27.79274612	-26.45328572	-1.115664438	72.22222222	0.768055556	17.88939811	11	2.242973226	4	0	5	6.417	13	1.449330748	20	1.530489248	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	12	11	11	10	10	9	9	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	6	6	5	5	4	4	4	4	4	4	4	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
POL28	52.8175278	23.7288056	state	170	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	2	2	2	80	Luvisols	clear_cutting	low	multiple	uneven	NA	2	4	0.641636632	1.899587262	0.38340192	2.60822898	0.925685987	4	0.641636632	1.899587262	0.38340192	2.60822898	0.925685987	0	0.659090909	0.659090909	Poland	Bepe.Piab	6.8	585	0.833333333	2.373900753	169.6652977	1	4	17.69199002	14.09087389	6468.539333	5.06	3.72	62.53111717	3.722591861	NA	NA	NA	-0.810558806	95.23809524	0.813888889	34.32028481	10	2.150060224	2	1.12E-13	8	13.032	20.33333333	1.540374161	32	1.684442074	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	13.86666667	12.8	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	7.466666667	7.466666667	7.466666667	7.466666667	6.4	6.4	6.4	6.4	5.333333333	5.333333333	5.333333333	5.333333333	5.333333333	5.333333333	4.266666667	4.266666667	2.133333333	2.133333333	2.133333333	2.133333333	2.133333333	1.066666667	1.066666667	1.066666667	1.066666667	1.066666667	1.066666667	1.066666667	1.066666667	1.066666667	0	0	0	0
POL29	52.8801944	23.6334167	state	155	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Luvisols	clear_cutting	low	multiple	uneven	75	3	5	0.968004591	2.63268593	0.29651426	3.372519084	0.88111575	6	0.968004591	2.63268593	0.284722222	3.512195122	0.88111575	1	0.583333333	0.583333333	Poland	Bepe.Pisy.Quro	6.8	582	0.604166667	1.581132053	125.0717716	0	2	7.011755747	21.74453158	2120.783942	4.88	3.62	56.59709107	3.637836247	-26.27299271	-27.28022928	-26.27299271	-1.264540988	74.57627119	0.513359788	24.12868485	8	1.991509361	3	0.00390625	6	11.542	14	1.139512721	22	1.32605786	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	13	12	11	11	11	10	10	9	9	9	9	8	7	6	6	6	6	6	6	6	6	5	5	5	4	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POL30	52.8945556	23.6013056	state	140	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Cambisols	clear_cutting	low	multiple	uneven	78	4	4	1.27669991	3.584790055	0.303210464	3.298039216	0.920944315	5	1.27669991	3.584790055	0.293306521	3.409402547	0.920944315	1	0.448275862	0.448275862	Poland	Bepe.Cabe.Piab.Pisy	6.9	576	0.745762712	1.909249058	110.0679029	11	0	5.64787158	21.514625	2274.055504	4.42	3.37	76.79796643	3.766641503	-25.35740103	-27.093161	-25.35740103	-0.624094057	56.8627451	0.753703704	42.1530621	11	2.212256611	1	1	4	1.373	18.33333333	1.863821929	27	2.343482418	16	16	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	12	12	12	12	12	12	12	11	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	8	7	7	7	7	7	6	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	3	3	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
POL31	52.8893056	23.6146944	state	150	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	2	1	2	80	Luvisols	clear_cutting	low	multiple	uneven	75	4	4	0.993420369	2.700455248	0.474385673	2.107989464	0.71660132	4	0.993420369	2.700455248	0.474385673	2.107989464	0.71660132	0	0.183673469	0.183673469	Poland	Bepe.Cabe.Piab.Quro	6.9	578	0.729166667	1.954339917	127.5811783	0	131	27.23919632	29.63795215	4778.519049	4.92	4.4	60.33750783	4.110448576	-26.21941575	-27.31908343	-26.21941575	-1.605562764	75	0.756944444	25.91862334	11	2.303488495	3	6.60E-103	9	12.544	17	1.809944554	27	2.18049372	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	12	12	12	12	12	11	11	10	10	9	9	9	9	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	4	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
POL32	52.8505	23.6445	state	177	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Cambisols	group_cutting	low	multiple	uneven	78	4	5	1.209340764	3.351274643	0.258582907	3.867231638	0.872354961	6	1.209340764	3.351274643	0.251911111	3.969654199	0.872354961	1	0.666666667	0.666666667	Poland	Bepe.Piab.Pisy.Quro	6.8	584	0.828571429	1.993837587	103.1073858	69	0	11.78082833	24.2953234	3849.078899	NA	3.9	84.00314563	4.062115343	-26.53902986	-27.37339242	-26.53902986	-1.183205828	81.39534884	0.629166667	46.49923998	9	2.069202466	1	1	5	1.554	15.66666667	1.734069125	28	1.973704084	16	16	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	12	10	10	10	10	10	10	10	10	9	9	9	9	9	9	9	9	9	8	8	6	6	6	5	5	5	5	5	5	5	5	5	5	4	4	4	4	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
POL33	52.6811111	23.71	state	184	1	N	0	"fluvioglacial_(sands,_clays,_loams)"	no	3	1	2	2	80	Luvisols	clear_cutting	low	multiple	uneven	88	3	4	0.921709363	2.513583345	0.365853659	2.733333333	0.838976017	4	0.921709363	2.513583345	0.365853659	2.733333333	0.838976017	0	0.25	0.25	Poland	Bepe.Cabe.Pisy	6.9	582	0.682926829	1.628970756	92.66425325	17	1	6.019538219	33.79328788	2919.508018	4.7	3.91	73.42492001	3.867853099	-26.95349169	-29.06729975	-26.95349169	-1.317736492	85.96491228	0.640740741	21.07707122	10	2.0330002	2	2.63E-243	7	16.58	20	1.388918855	35	1.863443979	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	13	13	13	13	13	13	13	12	12	12	12	11	11	10	10	10	9	9	9	9	9	9	9	9	9	9	9	8	8	7	7	7	7	7	6	6	6	6	6	4	4	4	3	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
